id,timing,target,condition,cond_option,ability,ability_option
1923,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],leader.combo,effect.source.combo[GTE]2,set_keyword,keyword=1
1924,on_this_use,me_hand_1_random_[type:1|9][cost:1],none,none,set_cost,until=me_turn_end&add=-1
1925,on_this_defense,me_hand_1_random_[type:1|9][cost:1],none,none,set_cost,until=me_turn_end&add=-1
1926,on_this_use,self,leader.combo,none,buff,add=effect.source.combo/effect.source.combo
1927,on_other_use,self,leader.combo,effect.source.where=5&sourceEffect.target.first.isMe=1&me.leader.combo[GTE]3,evolve,none
1928,on_this_attack,none,none,none,draw,count=1
1929,on_this_use,op_field_1_random_[type:1|9],none,me.leader.combo[GTE]2,damage,damage=3
1930,on_this_use,op_field_1_random_[type:1|9],leader.combo,me.leader.combo[GTE]4,damage,damage=5
1931,on_this_use,self,leader.combo,me.leader.combo[GTE]2,set_keyword,keyword=2
1932,on_this_use,me_field_0_all_[type:1|9],leader.combo,me.leader.combo[GTE]2,buff,add=1/1
1933,on_other_use,op_field_0_all_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1,damage,damage=1
1934,on_other_use,op_field_0_all_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1,damage,damage=2
1935,on_this_use,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_next_turn_end&keyword=29
1936,on_this_destroy,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_next_turn_end&keyword=29
1937,on_this_attack,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_next_turn_end&keyword=29
1938,on_this_defense,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_next_turn_end&keyword=29
1939,on_this_use,none,none,me.grave.usedCards[usedTurn:0][type:1|9][group:0].count>0,draw,count=1&filter=[type:2|3]
1940,on_this_use,none,none,me.grave.usedCards[usedTurn:0][type:2][group:0].count>1,draw,count=1&filter=[type:1|3|9]
1941,on_this_use,none,none,me.grave.usedCards[usedTurn:0][type:3][group:0].count>0,draw,count=1&filter=[type:1|2|9]
1942,on_this_use,me_hand_0_all_[id:910011101],none,none,discard,appendix=1943
1943,on_this_use,me_field_1_index_[id:910011101][type:1|9],none,none,buff,add=sourceEffect.target.count/sourceEffect.target.count
1944,on_after_this_attack,self,none,effect.source.where=5&effect.source.current[IF][hp:0]=0,return,appendix=1945
1945,on_after_this_attack,sourceEffect.target_hand_0_all_[type:1|9],none,none,buff,add=1/0
1946,on_this_use,me_leader_0_all_[type:0],none,none,add_effect,until=turn_end&id=1947&description=自己的卡片造成的傷害+1
1947,on_before_damage,self,none,none,set_damage,add=1
1948,on_other_attack,self,none,effect.source.where=5&sourceEffect.source.isMe=1,buff,add=1/0
1949,on_this_attack,none,none,effect.source.current[IF][atk:3|2|1|0]=0,get_token,id=910113201&count=1
1950,on_other_use,self,none,effect.source.where=2&sourceEffect.target.first.isMe=1,set_cost,until=turn_end&add=-1
1951,on_turn_end,self,leader.combo,me.isMyTurn=1&effect.source.where=2&me.leader.combo[GTE]2&me.leader.combo<4,set_cost,add=-1
1952,on_turn_end,self,leader.combo,me.isMyTurn=1&effect.source.where=2&me.leader.combo[GTE]4,set_cost,add=-3
1953,on_this_use,me_hand_1_at_[id:910011101][type:1|9],none,me.hand[id:910011101][type:1|9].count[GTE]1,add_effect,id=1957&keyword=7&description=[ffbb00]入場曲[-] 回復自己的主戰者1點生命值。
1954,on_this_use,me_hand_2_at_[id:910011101][type:1|9],none,me.hand[id:910011101][type:1|9].count[GTE]2,add_effect,id=1958&keyword=7&description=[ffbb00]入場曲[-] 給予敵方的主戰者1點傷害。
1955,on_this_use,me_hand_3_at_[id:910011101][type:1|9],none,me.hand[id:910011101][type:1|9].count[GTE]3,add_effect,id=1959&keyword=7&description=[ffbb00]入場曲[-] 回復自己的PP 1點。
1956,on_this_use,me_hand_4_at_[id:910011101][type:1|9],none,me.hand[id:910011101][type:1|9].count[GTE]4,add_effect,id=1960&keyword=7&description=[ffbb00]入場曲[-] 抽取1張卡片。
1957,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=1
1958,on_this_use,op_leader_0_all_[type:0],none,none,damage,damage=1
1959,on_this_use,me_leader_0_all_[type:0],none,none,set_pp,add=1
1960,on_this_use,none,none,none,draw,count=1
1961,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=me.hand.count&giveType=takeTurn
1962,on_this_use,op_leader_0_all_[type:0],none,none,damage,enhance=10&damage=5
1963,on_this_use,all_field_0_all_[type:1|9],none,none,return,none
1964,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,draw,count=1
1965,on_this_use,self,none,me.grave[graveTurn:0][graveReason:4][graveIsMyTurn:1].count>0,set_countdown,add=1
1966,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=5
1967,on_turn_end,op_field_1_random_[type:1|9][hp:me.leader.combo|-2],leader.combo,me.isMyTurn=1&effect.source.where=5,set_value,appendix=1968&id=effect.source.option[tmpFreeze]&value=effect.target.first.current[IF][keyword:29]
1968,on_turn_end,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,appendix=1969&until=op_turn_end&keyword=29
1969,on_turn_end,sourceEffect.target_field_0_all_[type:1|9],none,effect.source.option[tmpFreeze]=1,vanish,appendix=1970
1970,on_turn_end,none,none,effect.source.option[tmpFreeze]=1,draw,count=1
1971,on_other_use,self,none,effect.source.where=2&sourceEffect.target.first.isMe=1,discard,none
----,----,----,----,----,----,----
2001,on_this_use,me_hand_1_index+other,none,none,discard,none
2002,on_this_use,none,none,none,draw,count=1
2003,on_this_leave_hand,none,none,none,draw,count=1
2004,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,add_deck,id=910201201&count=4
2005,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,add_deck,who=op&id=910201201&count=4
2006,on_this_draw,self,none,me.isMyTurn=1,reveal,appendix=2007
2007,on_this_draw,me_leader_0_all_[type:0],none,none,damage,appendix=2008&damage=3
2008,on_this_draw,self,none,none,discard,type=vanish
2009,on_this_use,op_leader_0_all_[type:0],none,none,damage,damage=3
2010,on_this_use,me_deck_1_random_[type:1|9][cost:3],none,none,summon,where=deck
2011,on_this_use,me_deck_1_random_[type:1|9][cost:2],none,none,summon,where=deck
2012,on_this_use,me_deck_1_random_[type:1|9][cost:1],none,none,summon,where=deck
2013,on_this_use,me_field_1_index_[type:1|9],none,me.field[type:1|9].count>0,none,appendix=2019
2014,on_this_use,self,none,me.field.count[GTE]1,buff,add=1/1
2015,on_this_use,op_leader_0_all_[type:0],none,me.field.count[GTE]2,damage,damage=2
2016,on_this_use,op_field_1_random_[type:1|9],none,me.field.count[GTE]3,damage,damage=3
2017,on_this_use,me_leader_0_all_[type:0],none,me.field.count[GTE]4,set_pp,add=4
2018,on_this_use,none,none,none,travel,filter=[zone:1][cost:1]
2019,on_this_use,self,none,none,set_buff,atk=sourceEffect.target.first.current.atk&hp=sourceEffect.target.first.current.hp
2020,on_this_use,none,none,none,draw,count=3
2021,on_this_use,me_hand_2_random,none,none,discard,none
2022,on_this_evolve_with_ep,all_field_1_index,none,none,return,none
2023,on_this_use,me_hand_0_all+other,none,none,discard,appendix=2024&type=vanish
2024,on_this_use,none,none,none,draw,count=sourceEffect.target.count
2025,on_this_destroy,none,none,none,draw,count=1
2026,on_other_use,self,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:2]=1,set_value,appendix=2027&id=effect.source.option_tmpId&value=sourceEffect.target.first.current.id
2027,on_other_use,none,none,me.grave.usedCards[id:effect.source.option_tmpId][group:0].count=1,get_token,id=effect.source.option_tmpId&count=2
2028,on_this_use,op_deck_1_first,none,none,discard,appendix=2029&who=op&where=deck&type=vanish
2029,on_this_use,none,none,none,get_token,id=sourceEffect.target.first.current.id&count=1
2030,on_this_evolve_with_ep,self,none,none,add_effect,id=2031&description=下一次受到的傷害-3
2031,on_before_this_damage,self,none,none,set_damage,autoRemove=true&add=-3
2032,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=0&sourceEffect.ability[situation:defense]=0,set_damage,set=0
2033,on_this_use,me_deck_10_random,none,none,discard,where=deck
2034,on_other_evolve,none,none,effect.source.where=5&sourceEffect.target.first.isMe=1,get_token,id=910081101&count=1
2035,on_this_use,self,none,none,buff,enhance=7&add=3/3
2036,on_this_use,none,none,none,get_token,enhance=7&id=910081101&count=2
2037,on_this_use,none,none,none,get_token,id=910081102&count=1
2038,on_this_use,me_hand_0_all_[id:910081101][type:1|9],none,none,buff,add=1/1
2039,on_this_use,me_hand_0_all_[id:910081101][type:1|9],none,none,set_keyword,keyword=2
2040,on_this_evolve_with_ep,me_deck_1_random_[type:1|9][trait:4],none,none,summon,where=deck
2041,on_summon,sourceEffect.target_field_0_all_[type:1|9][trait:4],none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][trait:4]=1,destroy,appendix=2042
2042,on_summon,op_field_1_random_[type:1|9],none,none,damage,damage=sourceEffect.target.first.current.atk
2043,on_this_use,all_field_0_all_[type:1|9],none,none,remove_effect,timing=all
2044,on_other_use,none,none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:2]=0&sourceEffect.target.first.current.effect[on_this_use]=1,get_token,id=910081101&count=1
2045,on_other_destroy,none,none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current.effect[on_this_destroy]=1,get_token,id=910081101&count=1
2046,on_this_attack,self,none,none,debuff,add=-2/-0
2047,on_this_use,self,none,me.isReson=1,buff,add=2/0
2048,on_this_use,none,none,me.isReson=0,draw,count=1
2049,on_this_use,none,none,none,get_token,appendix=2050&id=910081101&count=1
2050,on_this_use,sourceEffect.target_hand_0_all,none,none,add_effect,id=2051&keyword=7&description=[ffbb00]入場曲[-] 給予1個敵方的從者1點傷害
2051,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=1
2052,on_this_use,me_hand_1_index_[type:1][id:910081101],none,none,add_effect,id=2053&keyword=7&description=[ffbb00]入場曲[-] 使這個從者進化
2053,on_this_use,self,none,none,evolve,none
2054,on_other_summon,sourceEffect.target_field_0_all_[type:1|9][trait:4],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][trait:4]=1,buff,appendix=2055&add=1/1
2055,on_other_summon,sourceEffect.target_field_0_all_[type:1|9][trait:4],none,none,set_keyword,keyword=25
2056,on_this_evolve_with_ep,none,none,none,get_token,id=910081103&count=1
2057,on_this_use,op_field_0_all_[type:1|9],none,none,set_buff,atk=1&hp=1
2058,on_other_use,none,none,me.isMyTurn=1&me.isReson=0&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:2]=0&sourceEffect.target.first.current.effect[on_this_use]=1,draw,count=1
2059,on_other_destroy,none,none,me.isMyTurn=1&me.isReson=0&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current.effect[on_this_destroy]=1,draw,count=1
2060,on_this_use,none,none,none,get_token,id=910081101&count=1
2061,on_this_evolve_with_ep,none,none,none,get_token,id=910284201&count=1
2062,on_this_use,me_hand_1_index_[type:1|9][craft:8],none,none,reveal,appendix=2063
2063,on_this_use,self,none,none,set_value,id=effect.source.option[tmpUid]&value=sourceEffect.target.first.current.baseUid
2064,on_this_use,me_hand_1_index_[id:910081101],none,none,transform,id=effect.source.option[tmpUid]
2065,on_this_use,none,none,none,random,pdf=1/1/1&effect=2066/2067/2068
2066,on_this_use,self,none,none,set_keyword,keyword=1
2067,on_this_use,self,none,none,set_keyword,keyword=3
2068,on_this_use,self,none,none,set_keyword,keyword=6
2069,on_this_use,self,none,me.isReson=0,evolve,none
2070,on_this_destroy,none,none,none,get_token,appendix=2071&id=910081101&count=1
2071,on_this_destroy,sourceEffect.target_hand_0_all_[type:1|9],none,none,buff,add=1/1
2072,on_other_summon,sourceEffect.target_field_0_all_[id:910081101],none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][id:910081101]=1,transform,autoRemove=true&id=110284102
2073,on_this_use,self,none,me.field[id:910051103].count>0,set_keyword,keyword=1
2074,on_this_use,self,none,me.field[id:910051102].count>0,buff,add=1/1
2075,on_this_use,self,none,me.field[id:910051101].count>0,set_keyword,keyword=3
2076,on_other_destroy,none,none,effect.source.where=5&sourceEffect.target.first.isOp=1,set_grave,add=1
2077,on_this_use,me_hand_1_index+other_[type:1|9],none,me.field.availableCount[GTE]2,bury,appendix=2078
2078,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=5
2079,on_this_use,me_field_1_index_[type:1|9][excludeGroup:1],none,necromance[5]=0,random,pdf=1/1/1&effect=2081/2082/2083&count=1
2080,on_this_use,me_field_1_index_[type:1|9][excludeGroup:1],none,necromance[5]=1,random,necromance=5&pdf=1/1/1&effect=2081/2082/2083&count=2
2081,on_this_use,sourceEffect.target_field_0_all_[type:1|9][excludeGroup:1],none,none,set_keyword,keyword=1
2082,on_this_use,sourceEffect.target_field_0_all_[type:1|9][excludeGroup:1],none,none,set_keyword,keyword=3
2083,on_this_use,sourceEffect.target_field_0_all_[type:1|9][excludeGroup:1],none,none,set_keyword,keyword=6
2084,on_this_use,none,none,none,summon,id=910051102&count=1
2085,on_other_storm_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=1
2086,on_other_ward_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=2
2087,on_other_bane_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=3
2088,on_other_rush_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=4
2089,on_other_ambush_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=5
2090,on_other_drain_add,me_field_1_random_[type:1|9][id:910051102],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeId:910051102]=1,set_keyword,keyword=6
2091,on_this_use,me_field_1_index_[type:1|9],none,none,buff,add=[FOR]{KEYWORD:1~6}{+}effect.target.first.current[IF][keyword:KEYWORD]/[FOR]{KEYWORD:1~6}{+}effect.target.first.current[IF][keyword:KEYWORD]
2092,on_this_use,none,none,necromance[4]=1,reanimate,necromance=4&cost=3
2093,on_this_use,none,lastOpTurn.leader.turn_destroyedFollowerCount/lastOpTurn.op.leader.turn_destroyedFollowerCount,none,summon,id=910051101&count=lastOpTurn.me.leader.turn_destroyedFollowerCount+lastOpTurn.op.leader.turn_destroyedFollowerCount
2094,on_this_use,me_field_1_index_[type:1|9],none,none,destroy,appendix=2095
2095,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=[FOR]{KEYWORD:1~6}{+}sourceEffect.target.first.current[IF][keyword:KEYWORD]
2096,on_this_use,me_field_2_index_[type:1|9],none,me.field[type:1|9].count[GTE]2,none,appendix=2097
2097,on_this_use,sourceEffect.target_field_1_at_[type:1|9],none,none,destroy,appendix=2098/2099/2100/2101/2102/2103
2098,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:1]=1,set_keyword,keyword=1
2099,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:2]=1,set_keyword,keyword=2
2100,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:3]=1,set_keyword,keyword=3
2101,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:4]=1,set_keyword,keyword=4
2102,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:5]=1,set_keyword,keyword=5
2103,on_this_use,sourceEffect[2].target_none_2_at_[type:1|9],none,sourceEffect.target.first.current[IF][keyword:6]=1,set_keyword,keyword=6
2104,on_this_evolve_with_ep,all_field_0_all+other_[type:1|9],none,none,destroy,appendix=2105/2106
2105,on_this_evolve_with_ep,sourceEffect.me_grave_0_all_[type:1|9],none,none,summon,where=target
2106,on_this_evolve_with_ep,sourceEffect.op_grave_0_all_[type:1|9],none,none,summon,where=target&field=op
2107,on_other_destroy,self,none,effect.source.where=2&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,set_cost,add=-1
2108,on_turn_end,me_field_1_random_[type:1][excludeGroup:1],none,me.isMyTurn=1&effect.source.where=5,evolve,none
2109,on_this_use,me_field_1_index_[type:1][excludeGroup:1],none,none,evolve,none
2110,on_this_destroy,me_leader_0_all_[type:0],none,none,add_effect,id=2111&description=每當特殊卡從者進入自己的戰場時，由[ffbb00]疾馳[-]、[ffbb00]守護[-]、[ffbb00]必殺[-]、[ffbb00]突進[-]、[ffbb00]潛行[-]、[ffbb00]吸血[-]之中，隨機獲得1種效果
2111,on_other_summon,sourceEffect.target_field_0_all_[type:1|9][excludeGroup:1],none,sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][excludeGroup:1]=1,set_keyword,keyword=random[1~6]
2112,on_this_use,me_hand_1_index+other_[type:1|9],none,me.field.availableCount[GTE]2,bury,appendix=2113
2113,on_this_use,me_leader_0_all_[type:0],none,none,set_ep,add=1
2114,on_this_evolve_with_ep,op_field_1_index_[type:1|9],none,none,destroy,appendix=2115
2115,on_this_evolve_with_ep,none,none,necromance[6]=1,reanimate,necromance=6&cost=sourceEffect.target.first.current.cost
2116,on_this_destroy,none,none,none,get_token,id=110032201&count=1
2117,on_this_use,me_hand_1_index+other_[type:2],none,none,add_effect,id=2118&description=給予敵方的主戰者3點傷害。
2118,on_this_use,op_leader_0_all_[type:0],none,none,damage,damage=3
2119,on_this_use,none,none,none,get_token,id=910031301&count=1
2120,on_this_evolve_with_ep,me_hand_1_index,none,none,discard,none
2121,on_this_evolve_with_ep,none,none,none,summon,id=110031301&count=1
2122,on_this_use,me_field_2_index_[type:1|9],none,none,none,appendix=2123
2123,on_this_use,sourceEffect.target_none_2_at_[type:1|9],none,none,set_buff,atk=sourceEffect.target.first.current.atk&hp=sourceEffect.target.first.current.hp
2124,on_other_destroy,self,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][trait:5]=1,buff,add=1/1
2125,on_this_use,self,none,none,buff,enhance=6&add=3/3
2126,on_this_use,me_field_1_index+other_[type:1|9][trait:5],none,enhance[6]=1,set_keyword,enhance=6&keyword=1
2127,on_this_use,me_hand_1_index+other_[type:2],none,none,add_effect,id=2128&description=給予敵方的從者全體2點傷害。
2128,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=2
2129,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=unique[1~6]
2130,on_this_use,none,none,enhance[6]=0,draw,count=1
2131,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=3
2132,on_this_use,none,none,enhance[6]=1,draw,enhance=6&count=3
2133,on_this_use,none,none,none,get_token,id=110031202&count=1
2134,on_this_evolve_with_ep,me_hand_1_index+other_[type:2],none,none,add_effect,id=2135&description=抽取1張卡片。
2135,on_this_use,none,none,none,draw,count=1
2136,on_this_use,me_deck_0_all,none,none,discard,where=deck&type=vanish&hide=true
2137,on_this_use,me_token_1_index,none,earth[1]=1,choose,earth=1&appendix=2138&token=910233301/910233302/910233303
2138,on_this_use,sourceEffect.target_none_0_all,none,none,summon,where=target
2139,on_this_use,op_field_1_index_[type:1|9],none,none,damage,appendix=2140&damage=3
2140,on_this_use,op_field_1_index_[type:1|9],none,earth[1]=1,damage,earth=1&damage=3
2141,on_this_destroy,none,none,none,summon,id=910234301&count=2
2142,on_this_use,me_hand_3_index+other_[type:2],none,none,none,appendix=2163/2164/2165
2143,on_this_use,sourceEffect.target_none_1_first_[type:2],none,none,add_effect,id=2148&description=召喚1個[ffbb00]飛龍[-]到戰場上。
2144,on_this_use,sourceEffect.target_none_1_first_[type:2],none,none,add_effect,id=2149&description=隨機給予1個自己的從者+2/+2效果。
2145,on_this_use,sourceEffect.target_none_1_first_[type:2],none,none,add_effect,id=2150&description=回復自己的主戰者3點生命值。
2146,on_this_use,sourceEffect.target_none_1_first_[type:2],none,none,add_effect,id=2151&description=隨機破壞1個敵方戰場上的從者。
2147,on_this_use,sourceEffect.target_none_1_first_[type:2],none,none,add_effect,id=2152&description=回復自己的EP 1點。
2148,on_this_use,none,none,none,summon,id=910041103&count=1
2149,on_this_use,me_field_1_random_[type:1|9],none,none,buff,add=2/2
2150,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=3
2151,on_this_use,op_field_1_random_[type:1|9],none,none,destroy,none
2152,on_this_use,me_leader_0_all_[type:0],none,none,set_ep,add=1
2153,on_this_use,none,source.boost,none,travel,appendix=2154&ability=add_deck&filter=[zone:1]&count=1+effect.source.boost
2154,on_this_use,me_deck_0_all,none,none,set_cost,add=-5
2155,on_this_destroy,op_field_1_random_[type:1|9],none,none,damage,damage=5
2156,on_turn_end,self,none,op.isMyTurn=1&effect.source.where=5,destroy,none
2157,on_this_destroy,op_leader_0_all_[type:0],none,none,damage,damage=2
2158,on_other_use,self,none,op.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isOp=1&sourceEffect.target.first.current[IF][type:1|9]=1,destroy,none
2159,on_this_destroy,op_field_1_random_[type:1|9],none,none,return,none
2160,on_this_destroy,none,none,none,summon,id=910231101&count=1
2161,on_this_destroy,me_leader_0_all_[type:0],none,none,heal,heal=2
2162,on_this_destroy,none,none,none,draw,count=2
2163,on_this_use,sourceEffect.target_none_1_at_[type:2],none,none,random,pdf=1/1/1/1/1&effect=2143/2144/2145/2146/2147&count=2
2164,on_this_use,sourceEffect.target_none_2_at_[type:2],none,none,random,pdf=1/1/1/1/1&effect=2143/2144/2145/2146/2147&count=2
2165,on_this_use,sourceEffect.target_none_3_at_[type:2],none,none,random,pdf=1/1/1/1/1&effect=2143/2144/2145/2146/2147&count=2
2166,on_other_evolve,sourceEffect.target_field_0_all_[type:1|9],none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,set_keyword,keyword=25
2167,on_this_use,self,none,enhance[7]=1,buff,enhance=7&add=4/4
2168,on_this_use,self,none,enhance[7]=1,set_keyword,enhance=7&keyword=25
2169,on_heal,me_field_1_random_[type:1|9],none,effect.source.where=5&sourceEffect.target.me.count>0,buff,appendix=2170&add=1/1
2170,on_heal,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=4
2171,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=2
2172,on_this_use,me_field_1_index_[type:3][keyword:18],none,none,set_countdown,add=-1
2173,on_this_use,none,none,enhance[3]=1,get_token,enhance=3&id=110271201&count=1
2174,on_turn_end,me_field_1_first+sort[cost:max]_[excludeId:910271101],none,me.isMyTurn=1&effect.source.where=5,none,appendix=2175&autoRemove=true
2175,on_turn_end,self,none,none,set_buff,atk=sourceEffect.target.first.current.cost&hp=sourceEffect.target.first.current.cost
2176,on_sub_countdown,self,none,effect.source.where=5&sourceEffect.target.me.count>0,destroy,none
2177,on_this_destroy,none,none,none,summon,id=910271101&count=1
2178,on_this_use,self,none,none,buff,add=0/me.field[type:1|9][keyword:1|4].count-effect.source.current[IF][type:1|9][keyword:1|4]
2179,on_this_use,self,leader.turn_heal_times,me.leader.turn_heal_times>0,set_value,id=effect.target.all.base.evolveCost&value=0
2180,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5,heal,heal=effect.target.first.current.hpMax-effect.target.first.current.hp
2181,on_this_use,me_field_1_index_[type:3][keyword:18],none,none,set_countdown,add=-1
2182,on_this_use,none,none,none,summon,id=910271101&count=1
2183,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5&me.field[type:1|9].count=0,set_countdown,add=-1
2184,on_this_destroy,none,none,none,summon,id=910071109&count=1
2185,on_this_destroy,none,none,none,summon,id=910071103&count=1
2186,on_this_use,none,leader.turn_heal_times,me.leader.turn_heal_times>0,summon,id=910071301&count=1
2187,on_this_evolve_with_ep,me_field_1_index_[type:3][keyword:18],none,none,add_effect,id=2188&description=自己的回合開始時，回復自己的主戰者1點生命值。
2188,on_turn_start,me_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5,heal,heal=1
2189,on_after_this_defense,self,none,effect.source.where=5&effect.source.current[IF][hp:0]=0,heal,heal=effect.target.first.current.hpMax-effect.target.first.current.hp
2190,on_destroy,self,none,effect.source.where=2&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:3]=1,set_cost,add=-1
2191,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,appendix=2192&keyword=25
2192,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=22
2193,on_this_use,none,none,none,summon,id=910274301&count=1
2194,on_this_evolve_with_ep,me_field_1_index_[type:3][keyword:18],none,none,set_countdown,add=-1
2195,on_this_use,op_field_1_index_[type:1|9],none,none,vanish,appendix=2196
2196,on_this_use,sourceEffect.target_grave_0_all_[type:1|9],none,none,summon,where=target
2197,on_this_sub_countdown,self,none,effect.source.current[IF][countdown:0]=1,set_value,id=effect.source.option[tmpSubToZero]&value=1
2198,on_this_destroy,none,none,none,summon,id=910274302&count=1
2199,on_this_destroy,me_field_1_random_[type:1|9],none,effect.source.option[tmpSubToZero]=1,set_keyword,keyword=25
2200,on_this_destroy,none,none,none,summon,id=910274303&count=1
2201,on_this_destroy,me_field_1_random_[type:1|9],none,effect.source.option[tmpSubToZero]=1,set_keyword,keyword=22
2202,on_this_destroy,none,none,none,summon,appendix=2203&id=910274101&count=1
2203,on_this_destroy,sourceEffect.target_field_0_all_[type:1|9],none,effect.source.option[tmpSubToZero]=1,evolve,none
2204,on_this_destroy,none,none,none,add_deck,id=910261101&count=1
2205,on_this_use,op_leader+field_1_random_[type:0|1|9],none,none,damage,damage=3
2206,on_turn_end,op_leader+field_1_random_[type:0|1|9],none,me.isMyTurn=1&effect.source.where=5,damage,damage=3
2207,on_this_use,op_field_1_random_[type:1|9],none,none,destroy,none
2208,on_this_use,op_leader_0_all_[type:0],none,op.field[type:1|9].count=0,damage,damage=5
2209,on_this_add_hand,self,none,none,reveal,appendix=2210
2210,on_this_add_hand,self,none,none,discard,type=vanish
2211,on_this_leave_hand,me_leader_0_all_[type:0],none,none,heal,heal=1
2212,on_this_leave_hand,none,none,none,add_deck,id=110261202&count=1
2213,on_this_use,self,leader.abuse,none,buff,add=0/me.leader.abuse
2214,on_this_attack,self,leader.turn_give_op_leader_damage,effect.source.where=5&me.isChase=1,buff,add=2/0
2215,on_this_use,me_leader_0_all_[type:0],none,none,damage,damage=3
2216,on_this_use,me_leader_0_all_[type:0],none,none,add_effect,until=turn_end&id=2217&description=受到的傷害皆轉變為0
2217,on_before_this_damage,self,none,none,set_damage,set=0
2218,on_this_use,none,none,none,add_deck,id=910261101&count=2
2219,on_turn_start,none,none,me.isMyTurn=1&effect.source.where=5,random,pdf=2/1&effect=2220/2221
